what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1357826868878
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1357826872659
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1357826872813
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1357826874304
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1357826885128
error,log,,,"Internal Error",1357826885252
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1357826887780
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1357826888072
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1357826893387
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1357826901179
error,log,,,"Internal Error",1357826901323
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1357826906045
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1357826906061
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357826908252
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1357826908252
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357826909294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357826973114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357827219497
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357827222646
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357827233423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357827242555
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357827250853
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357827394167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357827407278
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357827413140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1357827417077
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357827419771
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1357827424997
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357827426356
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1357827434532
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1357827437776
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357827456456
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357827464382
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357827471826
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357827485106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357827505451
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1357827508067
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357827509840
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1357827513404
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1357827518073
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357827593143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357828874561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357828884741
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357828987619
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357828991258
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357828992106
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357828999866
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357829009169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357829019416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357829024597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357829036629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357829039162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357829043784
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357829049483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357829053009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357829057875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357829064551
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357829077740
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357829082449
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357829111785
